74.21,68.56,54.55,70,59,49,64,51,43,21.81,32.34,21.96,63.31,20.91,58,50,30.24,30.13,31.25,24.07,13.53,11.82,24.71,29.41,27.84,18.26,33.33,25.1,5.93,5.96,6.09,6.04,I
73.18,64.92,52.18,72,59,51,76,60,52,17.71,29.59,17.21,60.4,16.7,58,60,25.15,31.5,30.64,19.63,11.96,10.55,18.26,30.67,28.63,18.26,33.33,29.8,5.56,5.57,5.77,5.58,I
66.11,55.86,43.53,60,46,37,57,34,30,24.93,35.23,24.96,51.47,24.48,45,35,22.14,39.5,27.9,18.66,14.5,12.9,18.26,38.98,24.31,18.26,50,21.96,6.12,6.17,6.27,6.18,I
42.67,32.11,21.67,40,25,18,37,17,13,17.53,31.8,17.36,28.23,17.54,25,22,33.15,56.01,18.4,65.14,18.26,11.61,18.26,54.76,15.69,18.26,50,14.51,5.63,5.7,5.77,5.62,I
94.21,126.64,150.71,104,10,34,0,142,179,34.84,41.13,47.29,130.09,42.15,14,147,204.13,40.92,59.19,15.94,15.73,18.36,205.53,36.965,63.53,210,100,70.2,7.05,6.71,7,7.29,I
91.44,124.19,140.91,101,11,31,0,165,255,51.37,61.1,69.48,125.27,61.63,13,168,197.96,39.9,56.25,19.65,16.75,26.9,202.76,35.47,63.14,210,100,100,7.73,7.46,7.73,7.82,I
135.63,184.02,209.86,14,68,100,140,200,255,35.55,41.19,51.01,186.56,42.37,72,208,200.52,36.23,83.23,11.8,9.89,18.54,203.08,35.215,89.8,202.5,33.33,100,7.09,6.96,7.12,6.66,I
53.37,86.31,102.75,37,72,87,0,0,255,53.08,69.29,81.95,87.74,71.17,73,0,192.87,61.97,41.76,30.95,23.87,31.99,202.5,54.925,36.08,210,100,100,7.64,6.69,7.67,7.68,I
21.61,42.34,46.01,19,37,41,0,17,43,18.34,30.17,30.69,40.26,25.29,36,16,187.19,61.74,19.49,24.2,21.43,13.51,192.86,56.06,16.47,180,100,6.67,6.51,5.72,6.52,6.78,I
119.35,148.09,167.33,123,28,53,0,159,255,48.33,50.17,55.99,150.33,50.04,32,161,204.04,33.43,67.06,23.04,18.68,20.8,207.27,30.11,71.37,210,100,100,7.4,7.37,7.41,7.48,I
85.48,124.81,146.55,105,24,57,0,156,196,49.32,63.18,75.84,126.58,64.13,29,162,199.75,48.11,59.37,22.66,18.04,29.13,206.37,43.585,73.33,180,100,76.86,7.09,6.84,7.14,7.25,I
113.1,164.56,192.56,119,44,77,136,184,211,37.29,41.12,47.76,168.07,39.81,48,192,202.84,44.39,77.4,13.46,13.29,16.48,204.94,41.59,81.18,204.88,100,82.75,7.05,6.92,7.08,7.09,I
43.89,78.78,95.76,45,76,100,0,0,109,35.1,53.16,63.01,78.29,51.48,80,0,197.27,61.58,39.99,28.58,20.24,25.04,206.47,56.475,40.39,210,100,42.75,7.44,6.51,7.45,7.73,I
26.17,49.85,58.14,28,46,57,31,47,53,13.63,31.5,24.1,47.74,18.44,48,45,200.26,58.54,24.86,18.59,16.44,13.08,205.71,53.49,22.75,210,100,20.78,6.13,5.58,6.17,6.52,I
116.8,137.14,152.42,7,30,47,0,0,255,66.05,69.37,75.44,139.51,70.04,34,0,200.56,34.19,61.65,37.14,26.08,28.65,211.13,25.64,70.395,210,100,100,7.74,7.49,7.77,7.73,I
83.55,111.37,122.76,84,123,9,0,18,18,64.44,70.59,76.55,111.6,70.26,125,17,198.99,43.83,50.38,23.65,25.03,30.08,205.71,42.555,57.65,180,100,7.06,7.67,7.45,7.71,7.72,I
70.3,110.22,132.21,74,112,10,81,114,146,25.3,35.34,40.04,111.7,31.21,116,117,203.3,48.5,53.73,14.58,14.78,15.41,206.07,48.57,54.9,201,50,55.69,6.91,6.55,6.98,7.23,I
55.24,84.72,96.48,55,80,97,53,79,96,25.45,35.88,36.36,83.72,29.78,83,81,200.23,45.92,39.87,17.11,16.86,15.37,204.38,43.42,38.82,203.41,100,37.65,6.88,6.55,6.91,7.14,I
31.81,54.91,61.12,36,54,67,37,54,69,13.94,29.9,22.25,52.11,17.13,56,56,198.11,52.04,26.07,19.34,16.15,12.24,205.71,47.17,26.67,210,100,27.06,5.87,5.39,5.9,6.23,I
46.89,66.41,74.86,21,39,49,0,28,29,53.47,60.48,63.69,66.32,59.47,40,22,194.66,55.24,31.08,31.87,28.26,25.76,200.77,55,20,210,100,12.94,7.28,6.64,7.29,7.46,I
40.37,66.38,83.81,25,47,66,0,0,255,43.78,56.47,59.97,66.83,53.4,49,0,204.34,62.65,34.81,25.99,24.81,24.47,208.14,61.11,27.06,210,100,100,7.32,6.54,7.32,7.53,I
59.92,84.91,96.68,59,83,97,0,110,101,39.19,49.07,51.16,84.43,44.93,85,93,200.53,44.21,39.97,24.8,23.31,20.77,204.38,36.36,39.61,210,100,39.61,7.43,7.06,7.45,7.57,I
57.42,83.35,95.06,51,76,90,0,76,255,43.62,54.61,58.38,82.63,51.24,77,0,200.19,47.47,39.51,23.46,23.22,23.6,205.71,41.46,37.25,210,100,100,7.55,7.13,7.58,7.72,I
17.53,34.36,35.41,13,25,27,0,19,18,16.77,35.75,30.31,30.37,23.86,24,17,187.96,55.81,16.11,27.41,21.09,15.7,195,51.52,11.37,180,100,7.06,6.06,5.52,6.12,6.37,I
9.97,26.75,28.18,8,23,26,0,21,20,9.27,24.85,15.7,23.6,12.42,22,21,187.72,70.13,12.52,24.71,20.09,10.13,192.5,69.23,10.59,180,100,9.8,5.54,4.73,5.64,5.86,I
13.29,33.59,38.02,9,25,33,0,15,27,15.24,35.15,26.1,29.67,20.75,26,17,195.22,72.11,17.22,28.36,21.96,14.6,201.7,71.43,13.73,180,100,7.45,6.12,5.03,6.21,6.5,I
19.59,45.17,60.45,12,33,47,0,0,37,26.8,45.56,50.02,44.03,39.53,33,0,201.44,75.09,25.83,29.73,21.58,21.18,207.27,76.19,19.61,240,100,14.51,6.76,5.38,6.75,7.15,I
20.48,47.91,69.08,11,30,47,0,0,255,30.29,53.87,63.77,48.8,49.79,32,0,203.53,76.55,29.22,32.59,21.1,26.11,210,78.685,20,240,100,100,6.9,5.41,6.82,7.26,I
11.86,31.22,40.92,8,20,27,0,14,13,17.71,40.41,47.53,30.28,34.88,20,13,192.83,71.74,18.08,35.4,21.77,20.56,198.33,72.59,11.37,180,100,5.49,6.07,4.88,6.01,6.55,I
157.09,161.22,162.38,8,17,21,249,251,252,52.39,49.49,48.53,161.1,49.43,17,251,154.97,6.79,64.65,76.28,5.31,19.24,195,5.41,59.22,200,1.19,98.82,7.06,7.06,7.07,7.09,I
98.06,110.91,113.43,97,109,114,92,115,121,21.29,25.16,25.86,109.71,22.16,109,96,184.61,15.23,45.66,53.92,10.14,10.15,196.55,14.81,45.1,210,16.67,47.45,6.48,6.32,6.52,6.63,I
93.53,102.36,101.82,87,94,96,86,94,98,30.93,32.65,31.13,100.92,29.9,94,93,167.99,10.08,41.12,61.64,10.21,13.04,180,9.41,38.04,180,0,38.43,6.46,6.33,6.49,6.56,I
122.19,125.37,118.49,120,123,117,69,67,69,48.42,47.59,46.48,122.53,46.49,120,70,83.13,6.11,49.54,44.3,9.44,18.85,80,4.55,48.63,90,5.56,26.27,7.24,7.32,7.29,7.27,I
70.03,72.01,64.28,64,64,58,61,61,52,22.74,27.95,24.12,68.87,23.21,62,58,65.49,11.57,28.76,31.77,10.67,10.77,66.67,10.23,25.49,90,18.64,23.92,5.85,5.69,5.89,6.03,I
118.88,125.03,125.16,104,111,118,99,103,119,37.11,34.93,33.13,124.09,32.21,112,107,170.2,9.95,51.28,78.78,11.23,13.88,204.71,8.08,47.06,213.75,0,46.67,6.69,6.71,6.74,6.83,I
100.66,118.09,122.17,95,110,116,98,111,113,31.49,35.8,38.35,116.81,32.09,110,100,199.31,19.35,49.91,32.61,13.06,15.04,198,17.82,46.075,192,13.27,44.31,6.61,6.42,6.7,6.78,I
109.48,119.53,120.83,112,116,116,120,123,119,36.94,39.71,40.28,118.28,36.05,115,123,161.35,13.64,50.12,82.45,17.75,15.99,180,6.72,47.06,90,0,47.45,6.89,6.99,6.98,6.96,I
103.82,114.92,107.38,106,113,110,110,116,115,24.7,28.6,25.48,110.71,21.35,112,115,144.1,8.59,45.24,52.11,13.99,11.13,160,5.26,44.71,180,0,45.49,6.39,6.43,6.49,6.47,I
68.41,75.7,69.1,67,69,66,62,57,54,16.21,28.61,22.12,71.39,18.02,67,56,103.68,13.86,30.79,78.25,14.88,11.13,90,10.94,27.84,20,0,24.31,6.04,5.75,6.12,6.32,I
130.54,135.32,138.29,1,6,10,96,150,255,41.38,39.74,43.81,135.28,39.17,8,152,169.93,10.78,56.65,95.48,11.99,17.09,208,8.17,56.47,0,0,100,7.16,7.22,7.17,7.27,I
117.54,139.5,148.78,106,3,10,83,107,255,43.43,44.8,55.73,138.85,44.12,2,94,190.3,21.75,61.02,52.38,19.27,20.58,208,15.91,56.86,210,0,100,7.25,7.15,7.27,7.51,I
105.66,124.52,129.68,102,119,127,109,120,121,39.07,41.32,46.06,123.75,38.51,120,118,171.06,22.19,53.93,69.07,19.47,17.59,200,14.1,51.37,0,0,47.45,7.17,7.14,7.23,7.46,I
85.49,102.21,97.94,82,95,94,80,90,90,24.96,32.46,28.75,98,25.53,93,92,172.46,15.89,41.05,41.76,14.13,12.72,172.5,13,38.04,169.09,0,36.86,6.55,6.43,6.69,6.69,I
86.12,100.9,107.21,81,95,100,68,76,69,28.97,35.15,41.13,99.6,32.07,93,70,195.02,20.28,44.2,55.11,15.01,16.31,213.75,19.435,41.18,0,0,29.8,6.9,6.72,6.89,7.2,I
146.8,158.66,166.4,26,32,37,155,158,163,34.61,34.28,40.28,159.73,33.62,33,160,206.63,12.46,66.55,44.51,14.1,14.66,217.5,7.81,65.1,217.5,0,63.92,6.96,6.89,6.96,7.05,I
123.84,134.91,140.8,8,13,17,137,140,144,36.34,39.03,43.43,135.92,37.14,14,143,199.58,13.91,57.24,71.59,16.48,16.35,217.5,8.53,57.65,180,0,56.47,6.88,6.85,6.86,7.14,I
97.01,114.55,118.65,102,116,118,114,116,116,29.63,36.08,42.21,112.89,32.59,116,117,173.43,20.31,49.14,73.95,19.86,15.96,196.36,16.25,46.67,180,0,45.49,6.77,6.72,6.83,7.14,I
105.3,128.43,144.76,104,125,18,107,114,131,28.45,30.06,37.11,129.82,27.2,0,116,209.29,29.01,58.92,18.92,11.9,13.15,214.84,28.57,58.43,213.6,33.33,51.37,6.78,6.68,6.75,7.08,I
119.05,145.89,173.28,123,18,51,134,161,197,22.95,23.43,32.62,150.97,20.64,25,168,213.09,32.73,69.82,15.69,9.39,9.88,216.28,31.68,70.59,214.69,33.33,77.25,6.35,6.22,6.35,6.64,I
151.7,158.77,160.43,20,23,23,147,149,149,21.9,20.83,29.15,158.68,20.14,23,149,149.97,6.14,64.15,83.2,11.35,10.3,180,1.38,59.61,180,0,58.43,5.66,5.53,5.67,6,I
138.63,146.77,141.44,13,15,15,142,143,143,20.94,17.65,21.3,144.35,10.59,15,144,139.12,4.6,57.76,74.01,13.64,6.95,180,1.41,56.08,180,0,56.08,4.79,5.15,4.91,4.95,I
121.14,129.96,124.78,122,126,125,116,118,118,18.45,19.16,18.86,127.28,11.04,126,118,176.53,5.37,51.05,13.08,13.16,7.51,180,1.71,49.8,180,1.69,46.27,5.03,5.19,5.2,5.21,I
124.38,133.59,130.66,121,125,124,114,127,117,25.7,26.63,30.45,131.79,23.19,125,117,178.91,6.58,53.35,28.87,14.13,11.64,180,1.74,49.02,180,1.57,45.88,5.89,5.97,5.96,6.06,I
126.53,147.14,163.92,124,17,46,119,146,173,27.5,25.65,35.97,149.55,24.3,22,123,201.66,23.2,66,31.47,15.79,12.35,213.43,23.16,68.63,180,31.21,67.84,6.53,6.54,6.51,6.72,I
187.84,188.87,197.77,64,64,73,192,191,203,15.45,13.26,13.06,191.41,13.12,66,194,238.97,5.5,77.59,20.28,5.19,5.01,234.55,4.94,78.82,228,4.93,79.61,3.93,4.17,4.11,4.05,I
172.96,174.86,179.87,49,54,60,190,191,201,24.64,23.39,29.82,176.22,23.01,54,194,226.67,6.55,71.9,69.27,8.48,9.32,234.55,5.47,74.51,234.55,5.47,78.82,5.64,5.59,5.65,5.89,I
187.53,188.29,190.05,62,63,72,192,193,203,16.66,10.22,23.41,189.24,10.35,65,196,182.04,8.14,77.67,89.47,8.71,3.61,234.55,5.5,78.43,234.55,5.42,79.61,3.98,3.85,4,4.42,I
186.82,180.34,169.8,59,49,37,185,174,163,17.89,11.98,21.6,178.32,11.45,46,171,74.83,11.44,74.66,91.27,9.06,4.14,33.1,11.82,73.73,27.27,17.3,72.55,5.16,4.88,5.12,5.77,I
179.65,168.28,154.17,58,44,31,187,172,161,24.91,20.72,21.07,165.5,18.5,41,169,37.81,15.1,71.38,51.35,7.72,8.12,27.69,14.45,72.94,25.71,13.9,73.33,4.03,4.06,4.04,4.68,I
182.67,188.91,195.47,56,61,70,184,189,199,19.02,7.51,20.19,190.85,3.16,63,191,225.4,7.87,77.97,17.4,9.69,2.47,224,7.04,78.04,234.55,7.61,78.04,2.91,3.57,3.09,3.03,I
175.23,184.25,189.12,53,58,69,182,186,197,24.03,15.39,27.67,185.65,13.26,61,188,215.25,9.5,76.18,44.31,11.65,6.16,218.82,7.65,77.25,218.82,7.61,77.25,3.6,4.4,3.86,3.95,I
178.16,184.2,184.92,54,57,68,184,185,196,23.15,11.48,27.21,184.6,8.26,60,191,184.75,9.47,75.93,85.55,12.26,4.28,218.82,7.61,76.86,224,7.65,76.86,3.92,3.95,4.16,4.58,I
176.26,174.73,164.15,52,43,37,182,169,162,24.35,13.21,25.2,172.26,7.98,42,168,107.43,11.58,72.1,115.68,12.98,4.34,33.33,9.5,71.37,30,7.69,71.37,4.77,4.79,4.91,5.75,I
172.1,167.86,159.06,55,42,35.5,185,169,159,29.6,20.75,26.98,166.07,17.18,41,169,124.15,13.03,70.61,138.69,12.56,7.81,30,11.33,72.16,27.69,14.05,72.55,4.45,4.57,4.59,5.58,I
176.22,183.94,193.51,50,55,67,175,185,195,18.53,10.13,19.92,186.52,7.16,58,187,221.69,10.1,77.07,14.74,8.98,3.44,224,8.765,76.47,225,10.26,76.47,4,4.38,4.22,3.98,I
156.61,166.99,177.5,45,51,64,175,181,194,31.09,27.04,32.62,169.82,22.88,55,184,216.54,15.31,72.22,54.27,14.42,8.82,222.67,9.74,75.29,218.82,8.85,76.08,5.5,5.81,5.81,5.86,I
168.23,176.41,178.66,47,52,62,177,183,195,26.61,19.25,29.88,176.92,16.68,55,187,193.75,11.02,73.19,84.64,12.87,7.07,218.82,8.72,75.29,218.82,8.76,76.47,5.38,5.44,5.58,5.76,I
176.36,171.45,165.33,52,41,37,180,169,160,23.96,12.72,24.92,170.61,7.47,41,167,120.96,10.5,71.61,140.08,12.63,5.11,28,8.29,70.59,24.71,6.08,70.59,4.34,4.37,4.31,5.37,I
165.22,162.08,156.29,51,40,37,181,170,172,37.38,30.23,32.46,161.05,27.31,40,172,158.11,11.61,67.92,153.19,13.1,11.48,38.82,8.33,70.59,349.09,6.08,70.98,5.56,5.82,5.6,6.05,I
170.25,178.81,191,45,50,65,174,177,192,18.12,9.46,20.29,181.94,5.32,54,182,222.55,12.24,76.23,24.22,9.66,3.68,225,10.36,75.69,225,10.36,75.29,3.05,3.37,3.19,3.71,I
147.2,155.94,169.15,29,44,54,172,177,192,29.3,27.96,32.48,158.91,24.73,47,181,223.92,15.83,68.38,48.2,12.98,10.12,225,11.27,72.16,225,10.42,75.29,5.62,5.65,5.66,6.23,I
153.59,158.38,159.12,34,34,35.5,172,176,192,25.31,23.06,31.81,158.5,20.3,33,179,171.44,12.76,66.66,101.37,12.97,8.42,218.57,10.12,67.06,225,10.42,75.29,6.01,5.51,6.11,6.45,I
169.98,174.6,175.28,45,45,52,172,173,185,22.54,11.49,25.15,174.79,5.65,47,176,211.96,7.85,71.7,95.73,12.82,4.42,234.55,5.65,71.37,234.55,5,72.55,4.52,3.68,4.42,5.35,I
151.7,150.2,147.21,42,35,33,172,161,161,39.65,39.86,40.41,149.66,36.93,35,161,179.02,10.19,62.43,139.15,12.76,14.9,228,7.1,67.45,0,10.65,67.45,5.76,5.14,5.8,6.35,I
131.84,141.9,153.04,1,7,21,105,116,138,30.68,28.19,27.12,144.38,25.56,11,120,218.95,15.57,61.12,20.41,10.69,9.97,218.82,13.33,58.82,224,25,54.12,6.44,6.7,6.51,6.43,I
134.79,141.36,148.89,6,7,20,133,136,145,28.29,26.02,26.89,143.09,20.55,11,138,232.08,13.81,60.87,60.61,13.78,8.75,232.5,10.53,58.82,240,10.53,56.86,6.23,6.51,6.38,6.28,I
147.38,145.15,143.18,18,16,23,141,118,153,23.57,21.95,27.81,144.72,17.87,18,116,192.13,12.07,61.5,124,13.56,7.13,246,7.74,60.78,240,27.66,55.29,6.01,5.92,6.08,6.18,I
148.8,150.38,152.21,24,22,26,163,163,158,28.58,23.82,24.67,150.95,18.69,24,164,257.24,8.65,62.5,87.73,12.71,8.14,261.82,5.775,61.96,260,3.68,63.92,6.15,6.45,6.31,5.97,I
123.58,123.23,130.05,6,6,17,152,150,147,35.78,36.83,35.65,125.26,33.27,10,143,265.4,13.76,53.42,69.59,12.56,13.73,272.73,9.87,57.65,272.73,3.29,59.61,6.54,6.77,6.69,6.45,I
141.15,126.59,98.12,17,126,92,145,125,84,46.23,46.57,50.14,119.73,46.92,118,118,48.76,34.17,55.57,38.54,20.12,18.17,39.77,32.765,56.86,40,100,100,7.47,7.44,7.46,7.54,I
129.7,121.55,97.48,14,2,101,174,159,0,57.4,52.28,46.1,115.18,49.78,123,140,63.73,28.46,52.27,53.05,18.84,22.11,40.36,27.12,56.47,40,100,68.24,7.55,7.7,7.62,7.44,I
162.82,144.14,100.3,49,25,104,255,158,0,46.43,45.05,47.65,133.02,44.77,13,144,42.53,42.23,64.8,15.53,19.77,17.56,39.77,40.76,69.8,40,100,100,7.29,7.23,7.27,7.39,I
172.91,153.18,102.01,46,21,95,255,255,84,38.42,40.05,50.69,140.14,41.65,7.5,136,44.12,44.23,68.72,17.02,19.5,14.2,41.14,44.64,68.63,60,50,100,7.21,7.01,7.11,7.52,I
174.66,156.26,107.72,41,16,94,255,255,84,32.98,36.87,51.26,144.1,39.51,4,255,47.85,41.06,69.54,28.38,18.85,12.06,41.4,43.08,66.67,60,50,100,6.67,6.48,6.51,7.3,I
142.18,128.15,91.01,24,6,95,176,149,109,42.92,39.66,36.64,118.34,37.26,125,144,45.71,39.31,57.1,29.29,16.65,16.11,39.71,36.76,60,40,100,68.24,7.15,7.21,7.21,7.15,I
140.45,128.45,87.55,30,10,94,171,151,97,52.24,44.29,34.39,117.15,39.76,127,140,55.69,39.44,57.24,39.34,16.65,19.45,40.56,39.055,62.75,40,100,67.06,7.1,7.26,7.21,7,I
167.05,149.49,93.63,51,28,99,181,159,100,39.25,35.12,35.82,134.47,33.04,13,142,43.53,47.29,67.39,11.92,14.96,13.54,41.54,44.5,70.59,40,50,70.98,6.77,6.72,6.76,7.03,I
170.7,151.57,92.95,47,22,92,174,147,89,34.66,29.19,35.84,135.85,27.34,7,137,44.72,49.17,69.47,22.17,14.56,10.73,40.71,47.255,69.41,40,50,68.24,6.73,6.76,6.73,7.06,I
163.77,142.72,84.18,38,14,87,175,156,93,27.01,23.02,23.8,127.2,18.86,0,133,42.28,50.24,66.1,12.1,11.26,7.95,40.5,48.04,65.88,38.26,50,68.63,6.25,6.28,6.29,6.48,I
118.86,104.68,68.5,119,101,64,112,89,0,41.15,41.6,39.48,95,39.03,91.5,85,45.33,47.5,47.82,26.76,20,16.2,39.71,44.44,47.06,40,100,43.92,7.28,7.36,7.33,7.22,I
138.96,132.12,92.57,23,8,92,159,138,94,46.25,38.71,36.68,120.45,34.69,124,125,67.76,40.11,58.02,53.21,17.31,15.92,41.79,39.185,60.39,40,100,62.35,7.05,7.17,7.12,7.17,I
153.78,139.14,92.24,39,21,100,183,162,115,39.48,36.88,34.9,126.51,33.79,8,151,42.85,43.57,62.17,12.09,14.64,14.33,40.91,39.53,66.27,40,33.33,71.76,6.86,6.92,6.93,6.97,I
129.92,131.54,139.98,23,9,117,171,152,255,56.11,41.76,68.46,133.75,33.63,6,135,115.41,48.53,71.63,95.36,22.42,16.9,42.76,43.75,69.02,40,100,100,7.01,7.42,7.27,7.48,I
148.15,127.64,71.74,20,124,73,138,116,84,27.76,27.2,30.07,112.42,23.73,111,109,41.87,54.03,59.92,11.93,14.83,9.41,40,50.65,58.82,40,50,54.12,6.57,6.5,6.57,6.9,I
97.06,86.92,60.61,99,82,49,98,82,0,38.71,43.99,45.89,79.51,41.56,74,69,56.67,45.84,39.59,55.19,25.94,16.29,38.71,46.67,39.61,40,100,38.43,7.26,7.25,7.32,7.25,I
98.02,90.45,58.6,99,88,56,139,132,93,43.24,41.44,35.33,80.53,35.53,79,100,68.29,47.19,41.22,59,23.72,17.07,40.8,46.67,41.18,40,100,54.51,7.1,7.38,7.23,7.03,I
115.93,103.94,68.67,122,112,76,167,139,0,49.69,50.65,47.42,93.99,47.15,103,40,40.52,49.6,47.32,14.18,23.73,19.85,38.64,41.535,50.98,40,100,67.06,7.04,7.16,7.1,7.05,I
97.46,91.59,85.45,92,83,68,63,49,255,44.96,45.57,66.74,89.76,40.85,87,56,82.62,51.29,49.38,83.54,23.91,22.01,40,51.69,45.88,40,50,100,7.27,7.42,7.31,7.64,I
102.47,86.62,41.03,106,83,36,111,44,21,37.16,37.01,26,73.61,28.58,71,50,45.39,61.9,42.06,31.7,19.78,15.51,39.77,64.39,43.14,40,66.67,43.53,6.75,7.11,6.94,6.54,I
77.32,107.57,123.12,76,111,5,97,117,141,38.62,46.96,56.5,107.42,47.85,113,117,184.55,43.78,50.29,57.34,18.53,20.13,204.3,42.68,52.55,210,100,55.29,7.46,7.18,7.45,7.61,I
68.49,98.33,105.04,66,106,122,36,24,0,34.62,53.84,67.01,95.14,53.16,104,24,152.86,47.66,45.51,76.3,19.62,23.7,199.13,44.83,49.8,201.18,100,14.12,7.45,7.04,7.49,7.62,I
73.6,99.71,103.91,72,105,121,47,35,0,34.95,53.13,69.12,96.02,53.87,104,28,148.08,48.33,46,77.67,21.49,23.4,198.59,44.03,49.41,205.22,100,18.43,7.47,7.08,7.51,7.59,I
79.33,107.46,115.01,82,118.5,13,97,123,0,34.46,52.35,69.73,104.78,53.63,120,138,155,47.44,50.12,74.06,20.68,23.16,202.37,42.22,56.47,206.47,100,66.27,7.43,7.07,7.46,7.53,I
61.52,79.42,78.65,55,75,70,37,27,0,29.95,49.65,62.73,75.61,48.72,69,23,134.83,48.49,36.6,80.17,24.5,21.7,189.47,44.44,32.94,40,100,14.9,7.23,6.78,7.24,7.44,I
240.67,226.27,208.96,121,104,88,255,245,236,17.49,18.94,24.68,222.74,20.25,101,243,32.54,13.37,94.38,4.89,5.6,6.86,33.33,13.33,97.65,33.75,7.09,100,5.96,4.98,5.88,6.09,I
